Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Ali Naqvi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Oakville, Ont.","Business/Affaires",4481,8.6,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Jaymini Bhikha Green Party/Parti Vert","Ottawa, Ont.","Executive Assistant/Adjointe de direction",766,1.5,,
"Ontario","Mississauga East--Cooksville/Mississauga-Est--Cooksville","35059","Tim Sullivan Marxist-Leninist/Marxiste-Léniniste","Mississauga, Ont.","Truck driver - retired/Camionneur - rétraité",163,.3,,
"Ontario","Mississauga--Erin Mills","35060","Iqra Khalid Liberal/Libéral","Mississauga, Ont.","Lawyer/Avocate",27520,49.7,      5804,  10.5
"Ontario","Mississauga--Erin Mills","35060","Bob Dechert ** Conservative/Conservateur","Mississauga, Ont.","Parliamentarian/Parlementaire",21716,39.2,,
"Ontario","Mississauga--Erin Mills","35060","Michelle Bilek NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","For Non-Profit Worker / Poverty Reduction/À but non lucratif / réduction de la pauvreté",5206,9.4,,
"Ontario","Mississauga--Erin Mills","35060","Andrew Roblin Green Party/Parti Vert","Mississauga, Ont.","Organizer - Green Party of Canada/Organisateur - Parti vert",905,1.6,,
"Ontario","Mississauga--Lakeshore","35061","Sven Spengemann Liberal/Libéral","Mississauga, Ont.","Lawyer/Avocat",28279,47.7,      3844,   6.5
"Ontario","Mississauga--Lakeshore","35061","Stella Ambler ** Conservative/Conservateur","Mississauga, Ont.","Mother/ Parliamentarian/Mère/ Parlementaire",24435,41.2,,
"Ontario","Mississauga--Lakeshore","35061","Eric Guerbilsky NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","HR Manager/Gestionnaire en ressources humaines",4735,8,,
"Ontario","Mississauga--Lakeshore","35061","Ariana Burgener Green Party/Parti Vert","Mississauga, Ont.","Business management services/Services de gestion d'affaires",1397,2.4,,
"Ontario","Mississauga--Lakeshore","35061","Paul Woodworth Libertarian/Libertarien","Mississauga, Ont.","Manager - Bell Canada/Gestionnaire - Bell Canada",316,.5,,
"Ontario","Mississauga--Lakeshore","35061","Dagmar Sullivan Marxist-Leninist/Marxiste-Léniniste","Mississauga, Ont.","Retired assembler /Assembleuse rétraitée",111,.2,,
"Ontario","Mississauga--Malton","35062","Navdeep Bains Liberal/Libéral","Mississauga, Ont.","Professor/Enseignant",26165,59.1,     14464,  32.7
"Ontario","Mississauga--Malton","35062","Jagdish Grewal Conservative/Conservateur","Toronto, Ont.","Real Estate / Editor of Newspaper/Immobilier / Rédacteur en chef",11701,26.4,,
"Ontario","Mississauga--Malton","35062","Dianne Douglas NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","Executive Director of Sales and Marketing/Directrice exécutive, ventes et marketing",5450,12.3,,
"Ontario","Mississauga--Malton","35062","Heather Mercer Green Party/Parti Vert","Toronto, Ont.","Administrator/Administratrice",737,1.7,,
"Ontario","Mississauga--Malton","35062","Naresh Tharani Independent/Indépendant","Mississauga, Ont.","Businessman/Homme d'affaires",203,.5,,
"Ontario","Mississauga--Streetsville","35063","Gagan Sikand Liberal/Libéral","Mississauga, Ont.","Lawyer/Avocat",26792,47.8,      4171,   7.4
"Ontario","Mississauga--Streetsville","35063","Brad Butt ** Conservative/Conservateur","Mississauga, Ont.","Parliamentarian/Parlementaire",22621,40.4,,
"Ontario","Mississauga--Streetsville","35063","Fayaz Karim NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Mississauga, Ont.","Political Advisor/Conseiller politique",5040,9,,
"Ontario","Mississauga--Streetsville","35063","Chris Hill Green Party/Parti Vert","Mississauga, Ont.","Management Consultant/Consultant en gestion",1293,2.3,,
"Ontario","Mississauga--Streetsville","35063","Yegor Tarazevich Christian Heritage Party/Parti de l'Héritage Chrétien","Mississauga, Ont.","Computer Programmer/Programmeur",253,.5,,
"Ontario","Nepean","35064","Chandra Arya Liberal/Libéral","Ottawa, Ont.","Business Consultant/Conseiller en affaires",34017,52.4,     10575,  16.3
"Ontario","Nepean","35064","Andy Wang Conservative/Conservateur","Nepean, Ont.","IT consultant/Consultant d'IT",23442,36.1,,
"Ontario","Nepean","35064","Sean Devine NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Nepean, Ont.","Non-Profit Manager/Directeur d'organisme à but non lucratif",5324,8.2,,
"Ontario","Nepean","35064","Jean-Luc Roger Cooke Green Party/Parti Vert","Ottawa, Ont.","Computer Security Engineer/Ingénieur en sécurité informatique",1513,2.3,,
"Ontario","Nepean","35064","Jesus Cosico Independent/Indépendant","Nepean, Ont.","Public Servant/Fonctionnaire",416,.6,,
"Ontario","Nepean","35064","Hubert Mamba Independent/Indépendant","Ottawa, Ont.","Engineer/Ingénieur",69,.1,,
"Ontario","Nepean","35064","Harry Splett Independent/Indépendant","Ottawa, Ont.","Retired Engineering Technician/Technicien en génie retraité",66,.1,,
"Ontario","Nepean","35064","Tony Seed Marxist-Leninist/Marxiste-Léniniste","Gatineau, Que./ Qc","Journalist/Journaliste",41,.1,,
"Ontario","Newmarket--Aurora","35065","Kyle Peterson Liberal/Libéral","Newmarket, Ont.","Lawyer/Avocat",25508,45.2,      1451,   2.6
"Ontario","Newmarket--Aurora","35065","Lois Brown ** Conservative/Conservateur","Newmarket, Ont.","Parliamentarian/Parlementaire",24057,42.6,,
"Ontario","Newmarket--Aurora","35065","Yvonne Kelly NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Tottenham, Ont.","Social Worker/Intervenante sociale",4806,8.5,,
"Ontario","Newmarket--Aurora","35065","Vanessa Long Green Party/Parti Vert","Newmarket, Ont.","Coach/Instructeur",1331,2.4,,
"Ontario","Newmarket--Aurora","35065","Dorian Baxter PC Party/Parti PC","Newmarket, Ont.","Anglican Clergyman/Pasteur anglican",762,1.3,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Vance Badawey Liberal/Libéral","Port Colborne, Ont.","Ship Chandler/Approvisionneur de fournitures de navires",19513,35.7,      2295,   4.2
"Ontario","Niagara Centre/Niagara-Centre","35066","Malcolm Allen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fenwick, Ont.","Parliamentarian/Parlementaire",17218,31.5,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Leanna Villella Conservative/Conservateur","Welland, Ont.","Self Employed - Rose City Travel/Travailleuse indépendante - Rose City Travel",16248,29.7,,
"Ontario","Niagara Centre/Niagara-Centre","35066","David Clow Green Party/Parti Vert","Welland, Ont.","Filmmaker/Cinéaste",1316,2.4,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Jody Di Bartolomeo Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Puslinch, Ont.","College instructor/Formateur au niveau collégial ",291,.5,,
"Ontario","Niagara Centre/Niagara-Centre","35066","Ron J. Walker Marxist-Leninist/Marxiste-Léniniste","Welland, Ont.","Retired/Retraité",96,.2,,
"Ontario","Niagara Falls","35067","Rob Nicholson ** Conservative/Conservateur","Niagara Falls, Ont.","Parliamentarian/Parlementaire",27235,42.1,      4917,   7.6
"Ontario","Niagara Falls","35067","Ron Planche Liberal/Libéral","Niagara Falls, Ont.","Marketing Communications/Communication marketing",22318,34.5,,
"Ontario","Niagara Falls","35067","Carolynn Ioannoni NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Niagara Falls, Ont.","City Councillor/Conseillère municipale",13525,20.9,,
"Ontario","Niagara Falls","35067","Steven Soos Green Party/Parti Vert","Welland, Ont.","Student/Étudiant",1633,2.5,,
"Ontario","Niagara West/Niagara-Ouest","35068","Dean Allison ** Conservative/Conservateur","Beamsville, Ont.","Parliamentarian/Parlementaire",24732,48.8,      8151,  16.1
"Ontario","Niagara West/Niagara-Ouest","35068","Phil Rose Liberal/Libéral","Hannon, Ont.","Professor/Professeur",16581,32.7,,
"Ontario","Niagara West/Niagara-Ouest","35068","Nameer Rahman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Grimsby, Ont.","Policy Analyst/Analyste des politiques",5802,11.5,,
"Ontario","Niagara West/Niagara-Ouest","35068","Sid Frere Green Party/Parti Vert","St. Anns, Ont.","Retired Principal/Directeur retraité",1511,3,,
"Ontario","Niagara West/Niagara-Ouest","35068","Harold Jonker Christian Heritage Party/Parti de l'Héritage Chrétien","St. Anns, Ont.","Operations Manager/Gestionnaire des opérations",1234,2.4,,
"Ontario","Niagara West/Niagara-Ouest","35068","Allan de Roo Libertarian/Libertarien","Hamilton, Ont.","Shop Manager/Gérant de magasin",797,1.6,,
"Ontario","Nickel Belt","35069","Marc G. Serré Liberal/Libéral","Val Caron, Ont.","District Manager/Directeur de district",21021,42.8,      2465,   5.0
"Ontario","Nickel Belt","35069","Claude Gravelle ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chelmsford, Ont.","Parliamentarian/Parlementaire",18556,37.8,,
"Ontario","Nickel Belt","35069","Aino Laamanen Conservative/Conservateur","Sudbury, Ont.","Retired/Retraitée",8221,16.7,,
"Ontario","Nickel Belt","35069","Stuart McCall Green Party/Parti Vert","Garson, Ont.","Organic Farmer/Bio-agriculteur",1217,2.5,,
"Ontario","Nickel Belt","35069","Dave Starbuck Marxist-Leninist/Marxiste-Léniniste","Sudbury, Ont.","College Teacher (Retired)/Professeur au niveau collégial (retraité)",98,.2,,
"Ontario","Nipissing--Timiskaming","35070","Anthony Rota Liberal/Libéral","North Bay, Ont.","Director/Directeur",25357,51.9,     11032,  22.6
"Ontario","Nipissing--Timiskaming","35070","Jay Aspin ** Conservative/Conservateur","North Bay, Ont.","Parliamentarian/Parlementaire",14325,29.3,,
"Ontario","Nipissing--Timiskaming","35070","Kathleen Jodouin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chisholm, Ont.","Social Service Worker/Travailleuse social",7936,16.2,,
"Ontario","Nipissing--Timiskaming","35070","Nicole Peltier Green Party/Parti Vert","North Bay, Ont.","Student/Etudiante",1257,2.6,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Kim Rudd Liberal/Libéral","Cobourg, Ont.","Self-employed/Travailleuse indépendante",27043,42.5,      1878,   3.0
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Adam Moulton Conservative/Conservateur","Cobourg, Ont.","Business Manager/Directeur des opérations",25165,39.6,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Russ Christianson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Campbellford, Ont.","Business Consultant/Conseiller en affaires",9411,14.8,,
"Ontario","Northumberland--Peterborough South/Northumberland--Peterborough-Sud","35071","Patricia Sinnott Green Party/Parti Vert","Port Hope, Ont.","Pharmacist/Pharmacienne",1990,3.1,,
"Ontario","Oakville","35072","John Oliver Liberal/Libéral","Oakville, Ont.","Healthcare Professional/Professionnel de la santé",31956,49.4,      4459,   6.9
"Ontario","Oakville","35072","Terence Young ** Conservative/Conservateur","Oakville, Ont.","Parliamentarian/Parlementaire",27497,42.5,,
"Ontario","Oakville","35072","Che Marville NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Oakville, Ont.","Project manager / partner/Gestionnaire de project / associée",3830,5.9,,
"Ontario","Oakville","35072","David Doel Green Party/Parti Vert","Oakville, Ont.","Video Producer/Producteur vidéo",1420,2.2,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Pam Damoff Liberal/Libéral","Oakville, Ont.","Town Councillor/Conseillère municipale",28415,46.7,      2073,   3.4
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Effie Triantafilopoulos Conservative/Conservateur","Oakville, Ont.","Lawyer/Avocate",26342,43.3,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Janice Best NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burlington, Ont.","Labour Relations Specialist/Spécialiste des relations de travail",4405,7.2,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","Adnan Shahbaz Green Party/Parti Vert","Burlington, Ont.","Teacher/Enseignant",968,1.6,,
"Ontario","Oakville North--Burlington/Oakville-Nord--Burlington","35073","David Clement Libertarian/Libertarien","Oakville, Ont.","Consultant/Consultant",666,1.1,,
"Ontario","Orléans","35076","Andrew Leslie Liberal/Libéral","Ottawa, Ont.","Retired Military Officer/Officier militaire à la retraite",46542,59.7,     22721,  29.1
"Ontario","Orléans","35076","Royal Galipeau ** Conservative/Conservateur","Ottawa, Ont.","Parliamentarian/Parlementaire",23821,30.5,,
"Ontario","Orléans","35076","Nancy Tremblay NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Scientist/Scientifique",6215,8,,
"Ontario","Orléans","35076","Raphaël Morin Green Party/Parti Vert","Ottawa, Ont.","GIS Technician/Technicien de SIG",1410,1.8,,
"Ontario","Oshawa","35074","Colin Carrie ** Conservative/Conservateur","Oshawa, Ont.","Parliamentarian/Parlementaire",23162,38.2,      3823,   6.3
"Ontario","Oshawa","35074","Mary Fowler NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Oshawa, Ont.","Educator/Éducatrice",19339,31.9,,
"Ontario","Oshawa","35074","Tito-Dante Marimpietri Liberal/Libéral","Oshawa, Ont.","Self-employed G.R. Consultant/Consultant indépendant",16588,27.3,,
"Ontario","Oshawa","35074","Michael Dempsey Green Party/Parti Vert","Oshawa, Ont.","Entrepreneur/Entrepreneur",1522,2.5,,
"Ontario","Oshawa","35074","David Gershuny Marxist-Leninist/Marxiste-Léniniste","Etobicoke, Ont.","Truck Driver/Camionneur",75,.1,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Catherine Mary McKenna Liberal/Libéral","Ottawa, Ont.","Lawyer/Avocate",32211,42.7,      3113,   4.1
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Paul Dewar ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Parliamentarian/Parlementaire",29098,38.5,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Damian Konstantinakos Conservative/Conservateur","Ottawa, Ont.","Engineer/Ingénieur",10943,14.5,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Tom Milroy Green Party/Parti Vert","Ottawa, Ont.","Human Resources Consultant/Consultant Ressources humaines",2246,3,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Dean T. Harris Libertarian/Libertarien","Ottawa, Ont.","Student/Étudiant",551,.7,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Conrad Lukawski Rhinoceros/Rhinocéros","Ottawa, Ont.","PHP Developer/Développeur en PHP",167,.2,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","John Andrew Omowole Akpata Radical Marijuana/Radical Marijuana","Ottawa, Ont.","Writer/Art Educator/Écrivain/Éducateur d'arts",160,.2,,
"Ontario","Ottawa Centre/Ottawa-Centre","35075","Stuart Ryan Communist/Communiste","Ottawa, Ont.","Union representative/Représentant syndical",124,.2,,
"Ontario","Ottawa South/Ottawa-Sud","35077","David McGuinty ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",38831,60.1,     23120,  35.8
"Ontario","Ottawa South/Ottawa-Sud","35077","Dev Balkissoon Conservative/Conservateur","Ottawa, Ont.","Management Consultant/Consultant en gestion",15711,24.3,,
"Ontario","Ottawa South/Ottawa-Sud","35077","George Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Lawyer/Avocat",7480,11.6,,
"Ontario","Ottawa South/Ottawa-Sud","35077","John Redins Green Party/Parti Vert","Ottawa, Ont.","Disability advocate/Défenseur des droits des personnes handicapées",1888,2.9,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Al Gullon PC Party/Parti PC","Ottawa, Ont.","Professional Engineer/Ingénieur",366,.6,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Damien Wilson Libertarian/Libertarien","Ottawa, Ont.","Student/Étudiant",237,.4,,
"Ontario","Ottawa South/Ottawa-Sud","35077","Larry Wasslen Communist/Communiste","Orléans, Ont.","Retired Nurse/Infirmier retraité",136,.2,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Anita Vandenbeld Liberal/Libéral","Carlsbad Springs, Ont.","International Development Consultant/Consultante en développement international",35199,55.9,     16306,  25.9
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Abdul Abdi Conservative/Conservateur","Ottawa, Ont.","Police Officer/Policier",18893,30,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Marlene Rivier NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Psychological Associate/Associé en psychologie",6195,9.8,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Mark Brooks Green Party/Parti Vert","Ottawa, Ont.","Algonquin College Professor/Professeur du collège Algonquin",1772,2.8,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Rod Taylor Christian Heritage Party/Parti de l'Héritage Chrétien","Telkwa, B.C./ C.-B.","Quality Control Supervisor/Superviseur du contrôle de la qualité",740,1.2,,
"Ontario","Ottawa West--Nepean/Ottawa-Ouest--Nepean","35079","Sam Heaton Marxist-Leninist/Marxiste-Léniniste","Gatineau, Que./ Qc","Social Media Consultant/Consultant en médias sociaux",114,.2,,
"Ontario","Ottawa--Vanier","35078","Mauril Bélanger ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",36474,57.6,     24280,  38.3
"Ontario","Ottawa--Vanier","35078","Emilie Taman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Lawyer/Avocate",12194,19.2,,
"Ontario","Ottawa--Vanier","35078","David Piccini Conservative/Conservateur","Ottawa, Ont.","Civil Servant/Fonctionnaire",12109,19.1,,
"Ontario","Ottawa--Vanier","35078","Nira Dookeran Green Party/Parti Vert","Ottawa, Ont.","Teacher/Enseignante",1947,3.1,,
"Ontario","Ottawa--Vanier","35078","Coreen Corcoran Libertarian/Libertarien","Ottawa, Ont.","Technical Writer/Rédactrice technique",503,.8,,
"Ontario","Ottawa--Vanier","35078","Christian Legeais Marxist-Leninist/Marxiste-Léniniste","Gatineau, Que./ Qc","Documentalist/Documentaliste",128,.2,,
"Ontario","Oxford","35080","Dave MacKenzie ** Conservative/Conservateur","Woodstock, Ont.","Parliamentarian/Parlementaire",25966,45.7,      7667,  13.5
"Ontario","Oxford","35080","Don McKay Liberal/Libéral","Woodstock, Ont.","Farmer/Agriculteur",18299,32.2,,
"Ontario","Oxford","35080","Zoe Kunschner NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Woodstock, Ont.","Cook/Cuisinière",9406,16.5,,
"Ontario","Oxford","35080","Mike Farlow Green Party/Parti Vert","Ingersoll, Ont.","Retired/Retraité",2004,3.5,,
"Ontario","Oxford","35080","Melody Ann Aldred Christian Heritage Party/Parti de l'Héritage Chrétien","Dorchester, Ont.","Homemaker/Personne au foyer",1175,2.1,,
"Ontario","Parkdale--High Park","35081","Arif Virani Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",24623,42,      1057,   1.8
"Ontario","Parkdale--High Park","35081","Peggy Nash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Labour Negotiator/Négociatrice en relations de travail",23566,40.2,,
"Ontario","Parkdale--High Park","35081","Ian Allen Conservative/Conservateur","Mississauga, Ont.","Political Staffer/Membre du personnel politique",7641,13,,
"Ontario","Parkdale--High Park","35081","Adam Phipps Green Party/Parti Vert","Chatham, Ont.","Teacher/Enseignant",1743,3,,
"Ontario","Parkdale--High Park","35081","Mark Jeftovic Libertarian/Libertarien","Etobicoke, Ont.","CEO/PDG",610,1,,
"Ontario","Parkdale--High Park","35081","Terry Parker Radical Marijuana/Radical Marijuana","Toronto, Ont.","Advocate/Défenseur",191,.3,,
"Ontario","Parkdale--High Park","35081","Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Lawyer/Avocat",100,.2,,
"Ontario","Parkdale--High Park","35081","Carol Royer Independent/Indépendant","York, Ont.","Project Coordinator/Coordonnatrice de projet",93,.2,,
"Ontario","Parry Sound--Muskoka","35082","Tony Clement ** Conservative/Conservateur","Port Sydney, Ont.","Lawyer - Business Person/Avocat - Homme d'affaires",22206,43.3,      2269,   4.4
"Ontario","Parry Sound--Muskoka","35082","Trisha Cowie Liberal/Libéral","MacTier, Ont.","Lawyer/Avocate",19937,38.9,,
"Ontario","Parry Sound--Muskoka","35082","Matt McCarthy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Haliburton, Ont.","Translator/Traducteur",5183,10.1,,
"Ontario","Parry Sound--Muskoka","35082","Glen Hodgson Green Party/Parti Vert","Seguin, Ont.","Teacher/Enseignant",3704,7.2,,
"Ontario","Parry Sound--Muskoka","35082","Duncan Bell Pirate/Pirate","Parry Sound, Ont.","Software developer/Développeur de logiciels",121,.2,,
"Ontario","Parry Sound--Muskoka","35082","Gordie Merton CAP/PAC","Gravenhurst, Ont.","Young pensioner/Jeune pensionné",88,.2,,
"Ontario","Parry Sound--Muskoka","35082","Albert Gray Smith Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Artist / Illustrator/Artiste/ illustrateur",40,.1,,
"Ontario","Perth--Wellington","35083","John Nater Conservative/Conservateur","Mitchell, Ont.","University Lecturer/Chargé de cours universitaire",22255,42.9,      2775,   5.4
"Ontario","Perth--Wellington","35083","Stephen McCotter Liberal/Libéral","St. Marys, Ont.","Lawyer/Avocat",19480,37.6,,
"Ontario","Perth--Wellington","35083","Ethan Rabidoux NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Stratford, Ont.","Project Administrator/Administrateur de projet",7756,15,,
"Ontario","Perth--Wellington","35083","Nicole Ramsdale Green Party/Parti Vert","Dorchester, Ont.","Administrative Coordinator/Coordinateur administratif",1347,2.6,,
"Ontario","Perth--Wellington","35083","Irma DeVries Christian Heritage Party/Parti de l'Héritage Chrétien","Harriston, Ont.","Farmer/Agricultrice",794,1.5,,
"Ontario","Perth--Wellington","35083","Roger Fuhr No Affiliation/Aucune appartenance","St. Pauls Station, Ont.","Tool + Die Maker (Retired)/Outilleur-ajusteur (retraité)",219,.4,,
"Ontario","Peterborough--Kawartha","35084","Maryam Monsef Liberal/Libéral","Peterborough, Ont.","Community Organizer/Organisatrice Communautaire",29159,43.8,      5824,   8.8
"Ontario","Peterborough--Kawartha","35084","Michael Skinner Conservative/Conservateur","Peterborough, Ont.","Entrepreneur/Entrepreneur",23335,35.1,,
"Ontario","Peterborough--Kawartha","35084","Dave Nickle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Peterborough, Ont.","Teacher - Retired/Enseignant retraité",12437,18.7,,
"Ontario","Peterborough--Kawartha","35084","Doug Mason Green Party/Parti Vert","Havelock, Ont.","Teacher/Engeignant",1480,2.2,,
"Ontario","Peterborough--Kawartha","35084","Toban Leckie Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Toronto, Ont.","Contractor/Entrepreneur",131,.2,,
"Ontario","Pickering--Uxbridge","35085","Jennifer O'Connell Liberal/Libéral","Pickering, Ont.","Regional Councillor/Conseillère régionale",29757,50.3,      7166,  12.1
"Ontario","Pickering--Uxbridge","35085","Corneliu Chisu ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",22591,38.2,,
"Ontario","Pickering--Uxbridge","35085","Pamela Downward NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Pickering, Ont.","Teacher/Enseignante",5446,9.2,,
"Ontario","Pickering--Uxbridge","35085","Anthony Jordan Navarro Green Party/Parti Vert","Pickering, Ont.","Linux System Administrator/Administrateur de systèmes Linux",1365,2.3,,
"Ontario","Renfrew--Nipissing--Pembroke","35086","Cheryl Gallant ** Conservative/Conservateur","Pembroke, Ont.","Parliamentarian/Parlementaire",26195,45.8,      7529,  13.2
"Ontario","Renfrew--Nipissing--Pembroke","35086","Jeff Lehoux Liberal/Libéral","Renfrew, Ont.","Veteran/Ancien combattant",18666,32.7,,
"Ontario","Renfrew--Nipissing--Pembroke","35086","Hector Clouthier Independent/Indépendant","Petawawa, Ont.","Consultant/Consultant",6300,11,,
"Ontario","Renfrew--Nipissing--Pembroke","35086","Dan McCarthy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnstown, Ont.","Lawyer/Avocat",4893,8.6,,
"Ontario","Renfrew--Nipissing--Pembroke","35086","Stefan Klietsch Green Party/Parti Vert","Renfrew, Ont.","Security Guard/Garde de sécurité",1105,1.9,,
"Ontario","Richmond Hill","35087","Majid Jowhari Liberal/Libéral","Richmond Hill, Ont.","Management Consultant/Consultant en gestion",23032,46.9,      1757,   3.6
"Ontario","Richmond Hill","35087","Michael Parsa Conservative/Conservateur","Richmond Hill, Ont.","Businessman/Homme d'affaires",21275,43.3,,
"Ontario","Richmond Hill","35087","Adam DeVita NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Richmond Hill, Ont.","Software Developer/Développeur de logiciels",3950,8,,
"Ontario","Richmond Hill","35087","Gwendolyn Veenema Green Party/Parti Vert","Halifax, N.S./ N.-É.","Student/Étudiante",856,1.7,,
"Ontario","St. Catharines","35089","Chris Bittle Liberal/Libéral","St. Catharines, Ont.","Lawyer/Avocat",24870,43.2,      3233,   5.6
"Ontario","St. Catharines","35089","Rick Dykstra ** Conservative/Conservateur","St. Catharines, Ont.","Parliamentarian/Parlementaire",21637,37.6,,
"Ontario","St. Catharines","35089","Susan Erskine-Fournier NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. Catharines, Ont.","Retired /Rétraitée",9511,16.5,,
"Ontario","St. Catharines","35089","Jim Fannon Green Party/Parti Vert","St. Catharines, Ont.","Real Estate Sales/Vente de biens immobiliers",1488,2.6,,
"Ontario","St. Catharines","35089","Saleh Waziruddin Communist/Communiste","St. Catharines, Ont.","Call Centre Worker/Travailleur de centre d'appels",85,.1,,
"Ontario","Sarnia--Lambton","35091","Marilyn Gladu Conservative/Conservateur","Petrolia, Ont.","Engineer/Ingénieure",22565,38.8,      4463,   7.7
"Ontario","Sarnia--Lambton","35091","Jason Wayne McMichael NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brights Grove, Ont.","Border Services Officer CBSA/Agent des services frontaliers ASFC",18102,31.1,,
"Ontario","Sarnia--Lambton","35091","Dave McPhail Liberal/Libéral","Point Edward, Ont.","Retired/Retraité",15853,27.3,,
"Ontario","Sarnia--Lambton","35091","Peter Smith Green Party/Parti Vert","Brights Grove, Ont.","Energy Consultant/Expert-conseil en énergie",1605,2.8,,
"Ontario","Sault Ste. Marie","35092","Terry Sheehan Liberal/Libéral","Sault Ste. Marie, Ont.","Employment and Training Consultant/Consultant en emploi et formation",19582,44.8,      5967,  13.6
"Ontario","Sault Ste. Marie","35092","Bryan Hayes ** Conservative/Conservateur","Sault Ste. Marie, Ont.","Parliamentarian/Parlementaire",13615,31.1,,
"Ontario","Sault Ste. Marie","35092","Skip Morrison NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sault Ste. Marie, Ont.","Steelworker/Métallo",9543,21.8,,
"Ontario","Sault Ste. Marie","35092","Kara Flannigan Green Party/Parti Vert","Sault Ste. Marie, Ont.","Public Health Inspector/Inspectrice en santé publique",934,2.1,,
